cleared_lines,holes,bumpiness,max_height,check_pillar,reward
-0.15697433809656935,-0.585197055924954,-0.2591600708201842,-0.706600777576117,-1.0,5545.0
-0.2533438309632252,-0.5045491689047765,-0.4674266738817039,-0.9135764095912772,-1.0,4368.0
0.012289819258491264,-0.5070877010233954,-0.12540162941405708,-0.8207988609108562,-1.0,3949.0
-0.10395787471497542,-0.5616734265215662,-0.2848117198558707,-0.6489183030523689,1.0,5413.0
-1.0,-0.8698437773334152,-0.33944249646771163,-0.7516838337692935,-1.0,5630.0
1.0,-0.8413775460622643,-0.2460872538483263,-0.8373545409376181,-0.10563091902192678,5457.0
-1.0,-0.7750584298201666,-0.24875433889644805,-0.6363987778972158,-1.0,4373.0
1.0,-0.7095831764796281,-0.28964046263153853,-1.0,0.3274089484243028,5489.0
1.0,-1.0,-0.3671011782089496,-1.0,-1.0,5816.0
-1.0,-1.0,-0.2822514980420817,-1.0,1.0,6091.0
-1.0,-1.0,-0.39022730665208016,-1.0,1.0,5664.0
0.24264225628647718,-1.0,-0.2280520899650722,-1.0,-1.0,5978.5
0.9258107400782987,-1.0,-0.2424304596894502,-1.0,1.0,5823.5
0.5370836002328958,-1.0,-0.30817253633561836,-1.0,1.0,4031.5
-0.2374596090747101,-0.7035457728366503,-0.2328464029284315,-1.0,-1.0,6445.0
1.0,1.0,1.0,1.0,-1.0,81.0
1.0,-1.0,1.0,1.0,-1.0,156.5
0.9428363443190362,-1.0,-0.07046367610125026,-1.0,-1.0,2327.0
-1.0,-1.0,-1.0,-1.0,1.0,2224.0
-1.0,-0.6280130035175712,-0.2992558905031426,-1.0,0.04552452297053988,5686.0
-1.0,-1.0,-1.0,1.0,1.0,277.5
-1.0,-0.6333558435314152,-0.3011726805788637,-1.0,1.0,6213.5
-1.0,-0.6286801484707578,-0.29826617043470394,-1.0,-1.0,5222.0
-1.0,-1.0,-0.48769733121228054,-1.0,-1.0,3957.5
-1.0,-0.5501190576823332,-0.2622503799914724,-1.0,1.0,6111.0
1.0,-0.5494438436558634,-0.2619061223720244,-1.0,1.0,6188.0
1.0,-0.5630206756685878,-0.2595698790280192,-1.0,1.0,5113.5
0.7780713884857224,-0.6909360224725696,-0.3090498278515842,-1.0,-1.0,5390.0
-0.8469609280145273,1.0,0.3655841030990141,1.0,0.26513036013892766,99.0
-1.0,-0.43139894518040167,-0.24984546994174306,-1.0,-0.762908124156914,6198.5
1.0,-0.4440660649536954,-0.248129238925219,-1.0,-1.0,5492.0
-1.0,0.05085722097183809,-1.0,-1.0,1.0,486.0
1.0,-0.63553759277748,-0.23622358743005512,-1.0,1.0,6098.5
-1.0,-0.6886449893678306,-0.3087702046371248,-1.0,-1.0,6218.5
-1.0,-0.6903342867162663,-0.31116744133432006,-1.0,-0.7037703372470784,5690.5
-0.6591390989492072,1.0,0.3805636190045598,-1.0,-0.0021814028498986504,138.5
-0.9779237834920519,-0.5736393779507054,-0.20960835476543316,-1.0,-1.0,6347.5
-0.6399978197801679,-0.5717227034651322,-0.21064216842939443,-1.0,1.0,5765.5
1.0,-0.42928979386735655,-0.26427049693472837,-1.0,1.0,4215.5
-1.0,-0.7020742181390445,-0.24472120326032987,-1.0,1.0,6329.0
-1.0,-0.6993126590715109,-0.24350600605243866,-1.0,1.0,5271.0
-1.0,-0.7162206829977287,-0.2679818583954181,-1.0,-1.0,6086.5
-1.0,1.0,-1.0,-1.0,-1.0,319.0
-1.0,-0.6963025941752772,-0.23770507065697044,-1.0,1.0,5899.5
-1.0,-0.7217052713168086,-0.3062672892926338,-1.0,-1.0,5811.0
-1.0,-0.6517374114598296,-0.20474580301355938,-1.0,-1.0,6376.5
-1.0,-0.6497791176186889,-0.20749757009684477,-1.0,1.0,6073.5
-1.0,-0.6153169988169249,-0.19715423158865586,-1.0,-1.0,5516.0
-1.0,-0.7267984075948566,-0.30606701481325094,-1.0,1.0,5613.5
-1.0,0.0033650427803595395,-1.0,1.0,-1.0,288.5
-1.0,-1.0,-0.3556783195591292,-0.5198744466664635,1.0,6295.0
-1.0,-1.0,-0.32638619804544755,-0.5642115231532949,1.0,5609.5
-1.0,-1.0,-0.41240498879325627,-0.4414855416426291,1.0,5841.5
-1.0,-0.7905364579297941,-0.30136348826715365,-0.7321076518640245,1.0,5262.5
-1.0,-1.0,-0.48558892296575196,-0.30710520580232503,-0.5995358096234237,5401.5
1.0,-1.0,-0.38196341663221955,-0.5381054976209354,1.0,5081.0
-1.0,-1.0,-0.2887321839534521,-0.570629805381676,-1.0,5190.5
-1.0,-1.0,-0.5895718203939644,-0.1308819057671522,1.0,3094.0
0.9999999999999996,1.0,1.0,-1.0,-0.37001107755156915,147.5
-1.0,-1.0,-0.33643929770945447,-1.0,-1.0,5637.5
-1.0,0.012820319058363783,1.0,1.0,0.5111467172463533,102.0
-1.0,-0.7416542646905069,-0.3015344998020777,-0.7411860366701128,1.0,6154.0
-1.0,-0.7393419823758424,-0.294266239434261,-0.7476496874391847,1.0,5588.5
-1.0,-0.770667835485862,-0.3307049030814274,-1.0,-1.0,6125.5
-1.0,-0.7641299527041758,-0.33057663154377226,-1.0,1.0,4477.5
-1.0,-0.5262580777860277,-0.16725948720951167,-1.0,1.0,6158.0
-1.0,-0.5105794900671199,-0.1714428930783658,-1.0,0.10784221961256368,5800.5
-1.0,-0.48640346070356333,-0.18489499296528034,-1.0,1.0,4584.5
-1.0,-1.0,0.4315523357764912,1.0,-0.8286136202613349,148.0
-1.0,-1.0,-0.2636038026908587,-0.5576481141202619,0.3811024721533025,5538.5
-1.0,-0.7354475007003975,-0.2635838124870271,-0.7236029875188847,-1.0,5822.0
1.0,-0.7522145339775252,-0.2916318879508728,-0.751286105403432,-1.0,6356.5
1.0,-0.7666368456373149,-0.3020349387533132,-0.7195539891584154,-1.0,5597.0
-1.0,-1.0,-0.2768641308882428,-0.47359423962274494,-1.0,4518.5
-1.0,-1.0,-0.39637919378113073,-1.0,-1.0,6033.0
-1.0,-1.0,-0.355300171439627,-1.0,-1.0,5803.0
1.0,-1.0,-0.4320891883135949,-1.0,1.0,5883.0
1.0,-1.0,-0.5068328356795807,-1.0,-0.11549322332511525,4721.0
1.0,-1.0,-0.38350258674614823,-0.7097493944663888,-1.0,6292.0
-0.012990942015432272,-0.8023819444693849,-0.36764040547432164,-0.7033055384166975,1.0,5253.5
-0.1215283832331363,-0.09969932218136635,0.24659630649313957,-1.0,-0.9658674043603659,288.0
-0.4720644534236985,1.0,-0.18960191808498605,1.0,-0.8052514997856531,125.0
-1.0,-1.0,-0.3151523697259252,-1.0,-1.0,5623.0
0.4312115534003267,-0.7626883678619036,-0.34844847788434397,-1.0,-0.8673332994448606,6051.5
0.44171342678320946,-1.0,-0.39403161826420596,-0.6981675008479746,-0.21896075340148757,6301.5
-0.7967762985027295,-1.0,-0.3959495677737588,-0.6998796735236692,-1.0,5392.5
1.0,-1.0,-0.3185976539966785,-1.0,-1.0,5763.5
0.7763203247890265,-0.7573293964448256,-0.3510573938521765,-1.0,-0.5285612183941719,5426.5
-0.29923256545233556,-1.0,1.0,-1.0,0.4837168408007597,202.5
0.8172592640631582,-0.7541195155711511,-0.22503600435510263,-1.0,-0.9381222025263535,5530.0
0.44767329627111985,-1.0,-0.39371466706206615,-0.69484563301328,0.6181166554554296,5059.0
-0.027791492805904094,-1.0,-0.3078072781604666,-1.0,-0.9988983620767761,5766.0
-0.906756797182229,-0.730099608258713,-0.30493696068364506,-0.7035641207476682,0.7389188631672443,5664.0
-0.42681842501741984,1.0,-1.0,1.0,0.6244838297147046,158.5
0.9179058489943552,-0.45362615037083864,-0.3397496378515884,-0.9903753064053961,0.422344677331681,5249.0
0.7222324358220398,-1.0,-0.3043592362597184,-1.0,-0.8082185919492897,2307.0
-1.0,-0.6761856324604023,-0.3542494880419961,-1.0,-1.0,5412.0
-1.0,-0.72111927882016,-0.31445751359060603,-0.7041466976655693,-0.4473037777570531,6094.0
-1.0,-0.7168064801587463,-0.3072550813784206,-0.7151533352135118,1.0,5612.5
-1.0,-0.7093217068461133,-0.2901340416391396,-0.716299944435054,-0.8975609033964834,4481.5
-1.0,-0.6822997968355038,-0.3702287183516654,-1.0,-0.6330198785808154,5393.5
-0.3183028290559705,-1.0,-0.5905707318662254,-1.0,0.14281403121608438,6249.5
-1.0,-1.0,-0.5430599428843095,-1.0,1.0,5643.0
-1.0,-1.0,-0.5357314367661573,-1.0,1.0,5739.0
-1.0,-1.0,-0.5317519790113804,-1.0,0.1904845793654646,4657.5
-1.0,-0.738425654892596,-0.40238199310665046,-1.0,1.0,5752.5
-1.0,-0.740270533611096,-0.40453304755238917,-1.0,-0.6978115726442629,6010.5
-1.0,-0.4925911833177363,-0.32412396851292413,-1.0,-0.47947991746515684,3904.0
1.0,-1.0,-0.4996418234871465,-0.664018134666565,-0.6342014169617305,6533.0
-0.9112747464174875,-1.0,-0.547936807987543,-0.6450878556484276,0.13249926608110463,4869.0
-0.4201859996792211,-0.9381248398608524,-0.9908611131691587,-0.1805951668580832,-0.14981545668848484,1908.5
0.34649626187844107,-0.6983463389663273,-0.08780550658116193,-0.9929729291989091,-0.7805616589477592,1828.0
0.2920889886573361,-1.0,-0.6687508903690731,-1.0,0.8824085063370504,5559.0
-0.6856165554077647,-0.7751693129117075,-0.44223051436063454,-1.0,0.1419887007200109,5020.0
-0.48074211309515513,-1.0,-0.6762325415671737,-1.0,0.9042505434429438,5729.5
0.8582189286476773,-1.0,-0.6767152765746649,-1.0,0.4584326141020174,5259.5
0.5202647859587839,-1.0,-0.4892840046754834,-0.6590532051016438,0.6963224922023423,5452.0
-0.2802605116649761,-1.0,-0.4893351631916102,-0.6948521847289689,0.7664577126653638,5989.0
0.13355706653948496,-1.0,-0.6316523492261297,-0.6064573201820053,-0.8859010510806276,4712.5
